text;atc_codes;meddra_codes;class
Hey A force de plier on finit pas par casser  Officiellement depuis 15 jrs peut être un peu plus Mon Dr traitant qui m'a prescrit le Baclo au début m'en avait vaguement parlé en me disant qu'elle voulait que je vois un Psychiatre Ca c'était après une grosse dépression lorsqu'à 120mg jrs j'avais tenu 7 jrs sans alcool mais là elle m'avait prescrit un mauvais AD qui m'a fait plonger Elle m'a orienté vers un Hôpital de jour là l'IDE que j'ai vu m'a obtenue un rdv en urgence avec la Psy car pour elle aussi j'était Bipo et en danger Le rdv avec cette Psy c'est très mal passé contre le baclo elle me propose une cure de désintox sinon elle refuse de me suivre Je sors du bureau en claquant la porte Je suis revenu sur le forum et là Sylvie m'a trouvé un Psy vers chez moi qui prescrit le baclo c'est lui qui m'a confirmé ma bipo et qui a demandé par courrier à mon Dr traitant une prise en charge à 100 Seulement je suis restée à 200mg pendant 1 mois avec tout ça j'ai perdu du temps je ne comprends pas la Bipo et ce que je lis dessus m'angoisse mon Psy est du même avis que toi on traite l'alcool et on verra la Bipo après Je suis sous Urbanyl 10 depuis plus d'un mois j'ai l'impression que son efficacité s'estompe Mais du coup je me suis dis Bipo tu l'ai certainement depuis longtemps et tu faisais avec avant Alors mets toi un coup de pied au cul et avance Comme avant Sauf que maintenant même si je consomme encore je consomme beaucoup moins qu'avant alors je n'ai plus cet effet pansement donc besoin de coup de pied plus régulièrement Voilà réponse un peu longue et j'espère que je me suis pas trop mal exprimée ;10002507 10000424 10012378;N05BA09;non
Partie 4 La descente débutée le 1 er Février 2014 Merci Carabus et Madeleine Hello tous je ne sais pas ce qu'il se passe depuis que je suis descendue à 60 mg le 17 je suis hors de moi depuis le 20 et pas bien du tout Tout m'énerve tout me fatigue tout prend des proportions énormes Je suis une boule de nerf le soir je n'arrive pas à me décontracter et à aller me coucher Le baclo à plus haute dose m'a fait somnolé et tomber de fatigue tous les soirs pendant la montée la période de la stabilisation et la descente jusqu'à 100 mg Là aucune zenitude que du stress que pas bien du tout Faut dire que depuis 7 8 mois je suis à fond dans le boulot Que j'ai un travail fatiguant nerveusement à rendre pour la fin du mois et que cela n'avance pas comme je voudrais Mais quand même Y'a pire dans la vie Et j'ai connu bien pire Ok y'avait l'alcool le soir qui me faisait me décontracter et m'échapper Pas bien angoissée déprimée marre de moi marre de tout est-ce du au baclo ;10042209;;non
Zoloft apres Prozac Finalement de retour avec ce traitement Zoloft avec beaucoup de prudence je suis à 50 Mg depuis les 25 06 effets secondaires moins fulgurant en intensité que la première fois en 2011 mais toujours présent nausée diarrhée trouble du sommeil maux de têtes Pas trop de positif pour le moment mais plus d'effets secondaires je suis passé à 100 Mg aujourd'hui ça m'a fatigué J'ai essayé d'autres molécules Valdoxan Lithium aucune n'a fonctionné de plus je suis obligé de constater que la prise de médicament n'est pas miraculeuse et ne règle pas tout mes soucis ce qui est très certainement la cause des conséquences désastreuses de ma première prise 2011 2012 n'ayant pas prêté attention aux côtés psychologique de mes difficultés De l'eau a coulé sous les ponts je ne pense pas réagir aussi violemment que lors de la 1ère tentative cependant l'instabilité demeure et je me suis étoffé de prendre des dispositions thérapeutiques adapté à mon cas dans un encadrement scolaire spécifique avec des médecins attitrés Au premier plan je citerais mon anxiété social mon manque de tonus asthénie de ressentir le plaisir anhédonie et une fatigue intellectuel encombrante Se rajoute une mauvaise perception des relations interpersonnelles difficulté à faire confiance et aimer lorsque c'est la cas peur de l'abandon besoin d'être rassuré sur la relation méfiance relation de type amour-haine basé sur la jalousie des biens extérieurs et du partage de la dite personne au niveau relationnel J'aimerais aussi dire manque de compétence social mais je pense que c'est davantage une conséquence de cette ensemble que d'une vraie incompétence dans ce domaine même si en soi ces divers troubles sont une marque de dysfonctionnement et donc d'une certaine incompétence à la sociabilisation Message édité par ValueOfTime le 10-07-2013 à 21 39 17 Marcher dans sa fierté et dans sa confiance Droit à l'obstacle avec l'espoir très entêtéDe le réduire à coup précis de volonté D'intelligence prompte ou d'ample patienceEt de sentir croître et grandir le sentimentD'être de jour en jour plus fort superbement ;10003549 10012735 10040984 10002511 10028813;N06AB03 N06AX22 N06AB06 V03AX;non
Robert Bonsoir et merci Hbb j'espère réussir à passer ce moment J'ai tjrs des grands tourne ment de tête et beaucoup de fatigue Je pense aussi qu'être loin de ma famille ne m'aide pas Vous pensez vraiment que c'est le manque d'alcool qui me déprime autant C'est pas le Baclofene ses effets secondaires Merci bonne nuit Robert ;10016256;M03BX01;non
Byetta 5 et 10u Bonsoir je vous lis un peu et je viens vous confirmer qu'en prenant son byetta 10 avant le repas du midi et non plus avant le petit-déj ma mère n'a plus de nausées Elle avait eu des problèmes de diarhées également avec Stagid qui lui avait été remplacé du coup par avandia avandia l'ayant fait grossir elle est repassé à stagid mais sa diabèto actuelle elle en a changé entre temps lui a expliqué que c'était parce qu'à l'époque il avait été mal dosé Maintenant ça va bien aussi de ce côté-là Voilà si ça peut vous apporter qqchose bonsoir ;10028813 10000424;A10BJ01 A10BA02;non
SEP qu'en pensez-vous  mailusine2 a écrit C'est donc bien un problème de sensibilité Demande à ton médecin si Myolastan pourrait te soulager j'ai déjà essayer ce médoc il ne marche pas chez moi le seul qui a changé ma vie c'est lyrica et j'en ai tellement marre des toubibs que je ne demande plus rien;;N03AX16 M03BX07;non
Qui connait Cymbalta  coucou tous le monde pour nuitos je te conseil de le prendre au repas du soir pour commencer car il va te stoner les 10 premiers jours mais surtout il faut le prendre avec un bon vrai repas car sinon c nausées et vomissement il faut le prendre l'estomac plein après ce n'est que mon experience je n'ai pas la science infuse hein mais je souhaite de tout coeur que ca marche pour vous car je sais ce que c'est d'ailleur mon psy disais aussi que j'avais une anxieté généralisée il faut s'accrocher vous verrez moi a 2 mois je sens encore que le traitement fais evoluer mon etat en bien donc patience ca se mets en place tout doucement je vous fais de gros bisous a tous et gardez espoir ;10028813 10047700;N06AX21;non
Mon expérience Xanax séroplex vald​oxan norset lysanxia lexomil ​ homéo Bonjour a tous Voila quelques mois que je souhaite poster sur ce forum qui m'a beaucoup aidé et donné de réponses jusqu'a maintenant Je vais essayer de faire cours sur mon expérience sur les AD et Anxiolytiques Il y a 3 ans j'ai pris du séroplex car j'ai fait une grave dépression et était suicidaire avec le recul heureusement sinon je ne serais plus la Tout a été bien pendant 2 ans je décide d'arréter le séroplex progressivement sur 3 mois et la le cauchemard a commencé Grosses crises d'angoisses panique impossibilité de me concentrer tremblements tous le temps pleurs Arret maladie par mon généraliste car ce n'était plus gérable au boulot il a souhaité me remettre sous séroplex mais refus de ma part car pour moi c'est a cause de cet AD que je suis devenue comme ça Je vais voir alors un homéopathe acuponteur que je connais depuis longtemps qui me donne du millepertuis et dautres choses pour les angoisses le traitement pour les angoisses a bien marché mais pas contre la dépression ensuite je m'enfonce je ne me lève plus et ne mange plus Donc Hospitalisation dans un centre de psychothérapie la j'essaie de nouveaux traitements Valdoxan puis norset auxquels je n'ai pas réagi et au bout de 2 mois je recommence séroplex car j'en ai marre de tester les médocs comme un rat de labo En ce qui concerne les Anxio j'ai pris xanax qui soulage 1h environ lexomil qui me cassait stresam qui n'a rien fait atarax qui me mettait dans les nuages puis lysanxia qui a calmé mes angoisses Aujourd'hui je ne suis pas guérie du tout je suis meme encore en arret maladie mais j'ai peur de devenir dépendante du lysanxia et de ne jamais pouvoir arréter le séroplex c'est très dur C'est pourquoi si des personnes sont dans le meme cas que moi ou si vous avez des questions sur les médicaments que j'ai déja pris J'accueillerai vos réponses avec plaisir;10012378 10040527 10047886;N05BA08 N05BX03 N05BA12 N05BB01 N05BA11 N06AX22;non
 je suis sous byetta 5 depuis kelke jour jai des nausées et jai n'est pas faim du tout est ce normal et je suis enormement fatiguée merci de votre reponse;10028813;A10BJ01;non
besoin de clareté de témoignage bienvenue au club tyroxine mon médecin me fait passer a la fluoxetine prozac car je dors trop avec cymbalta et que ca n'améliore pas grand chose ce matin jetait encore super déprimé Parce que les vies humaines valent plus que leurs longs discours ;;N06AB03 N06AX21;non
Décidé à Montreal Bonjour loup J'allais de pire en pire Le médecin prescripteur m'a envoyé a l'acupuncture Ca a rien donné J'ai descendu de 200mg a 100mg Puis 90mg je vais me rendre à 0 lentement en regardant ce qui se passe J étais plus capable de vivre avec les effets secondaires Confusion dépression sueurs nocturnes érections difficiles etc Je voyais plus personne Envie de rien Idées noires Le baclofene m'a jeté a terre J'espère que ma consommation d'alcool va rester raisonnable Voilà pour les nouvelles J'imagine que vous êtes déçus de mon échec avec le baclofene ;10029410 10012378;M03BX01;non
nouvelle sur le forum et sur le balcofène Bonjour Sansa Tu dis De plus j'ai hyper faim c'est normal Chez certains le Baclo fait perdre l'appétit chez d'autres il l'augmente Perso grâce au Baclo j'ai retrouvé un très bon appétit et aussi un poids normal et ça s'est stabilisé au bout d'un moment Résultat je peux manger ce que je veux sans me forcer et sans contraintes et mon poids ne varie plus Donc pour moi ça a été tout bénéf Bonne soirée Flo;;;non
CYMBALTA bjr dit moi avec cymbalta je me sens bien apres la prise pendant 4 H et apres terminé plus d'energie sa vous fait ça merci;;N06AX21;non
Comment se décrit votre akathisie  etonnament avec le cymbalta je n'ai pas de baisse de libido juste une baisse de l'appétit il ne me sédate pas ouf Parce que les vies humaines valent plus que leurs longs discours ;;N06AX21;non
VALDOXAN qui a eu des bons résultats  florin a écrit elle est dure la patience disons que la journée passe très très doucement et tout me semble terrible douloureux laid ennuyeux vide sans sens sans gout donc les heures passent trop lentement Mais c'est vrai que le Valdoxan fait dormir sans avoir une sensation d'être sous somnifères ou assommé il m'endors mais je me réveille tôt tout seul c'est bizarre ça après ça fait des journées encore plus longues du coup demain j'essaie l'hypnose on verra bien je croise les doigts car la sensation d'angoisse ou de tension m'est insupportable J'en suis à mon 10ème jour et j'avoue que je me sens toujours pas terrible ce n'est pas tant sur l'humeur en elle même mais plutot ces vertiges maux de tête nausées et fatigue qui me le plombent le moralJ'ai finis par appeler la psy hier qui m'a dit que les effets secondaires ne devraient pas durer plus de 8 jours j'ai rdv demain avec elle j'en saurais plusA part tes sensations qu'as tu comme effets secondaires Contrairement à toi je n'ai aucunes sensations d'angoisses ou de tensions;10013582 10028813;N06AX22;non
